Results generated by BModes (v3.00.00, 20-Mar-2008, compiled using double precision) on 23-Apr-2024 at 12:57:09.
IEA15 tower                                                                                        
=================================================================================

            tower frequencies & mode shapes
            --- only first  20 modes printed


 -------- Mode No.   1  (freq = 0.24429E+00 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist
 0.4866	 0.000000	 0.000000	-0.048286	-0.054085	 0.000000
 0.5137	 0.000000	 0.000000	-0.049276	-0.027555	 0.000000
 0.5407	 0.000000	 0.000000	-0.049577	 0.002657	 0.000000
 0.5677	 0.000000	 0.000000	-0.049123	 0.034649	 0.000000
 0.5947	 0.000000	 0.000000	-0.047878	 0.067882	 0.000000
 0.6217	 0.000000	 0.000000	-0.045794	 0.103735	 0.000000
 0.6488	 0.000000	 0.000000	-0.042862	 0.137798	 0.000000
 0.6758	 0.000000	 0.000000	-0.039137	 0.169021	 0.000000
 0.7028	 0.000000	 0.000000	-0.034703	 0.196257	 0.000000
 0.7298	 0.000000	 0.000000	-0.029639	 0.220653	 0.000000
 0.7568	 0.000000	 0.000000	-0.024081	 0.237010	 0.000000
 0.7839	 0.000000	 0.000000	-0.018233	 0.244462	 0.000000
 0.8109	 0.000000	 0.000000	-0.012320	 0.242218	 0.000000
 0.8379	 0.000000	 0.000000	-0.006608	 0.227647	 0.000000
 0.8649	 0.000000	 0.000000	-0.001402	 0.200372	 0.000000
 0.8919	 0.000000	 0.000000	 0.002983	 0.159750	 0.000000
 0.9189	 0.000000	 0.000000	 0.006300	 0.112364	 0.000000
 0.9460	 0.000000	 0.000000	 0.008328	 0.053223	 0.000000
 0.9730	 0.000000	 0.000000	 0.008780	-0.017730	 0.000000
 1.0000	 0.000000	 0.000000	 0.007370	-0.100527	 0.000000


 -------- Mode No.   7  (freq = 0.73584E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	-0.000002	-0.001163	 0.000000	 0.000000	-0.000671
 0.0104	-0.000016	-0.003412	 0.000000	 0.000000	-0.002014
 0.0174	-0.000044	-0.005559	 0.000000	 0.000000	-0.003356
 0.0244	-0.000085	-0.007605	 0.000000	 0.000000	-0.004698
 0.0313	-0.000139	-0.009549	 0.000000	 0.000000	-0.006041
 0.0383	-0.000204	-0.011392	 0.000000	 0.000000	-0.007383
 0.0453	-0.000281	-0.013133	 0.000000	 0.000000	-0.008725
 0.0522	-0.000368	-0.014773	 0.000000	 0.000000	-0.010068
 0.0592	-0.000465	-0.016312	 0.000000	 0.000000	-0.011410
 0.0662	-0.000571	-0.017749	 0.000000	 0.000000	-0.012752
 0.0731	-0.000686	-0.019087	 0.000000	 0.000000	-0.014095
 0.0801	-0.000809	-0.020325	 0.000000	 0.000000	-0.015437
 0.0870	-0.000940	-0.021464	 0.000000	 0.000000	-0.016780
 0.0940	-0.001077	-0.022504	 0.000000	 0.000000	-0.018122
 0.1010	-0.001220	-0.023446	 0.000000	 0.000000	-0.019464
 0.1079	-0.001370	-0.024362	 0.000000	 0.000000	-0.020807
 0.1149	-0.001524	-0.025175	 0.000000	 0.000000	-0.022149
 0.1219	-0.001684	-0.025886	 0.000000	 0.000000	-0.023491
 0.1288	-0.001847	-0.026496	 0.000000	 0.000000	-0.024834
 0.1358	-0.002014	-0.027006	 0.000000	 0.000000	-0.026176
 0.1399	-0.002114	-0.027260	 0.000000	 0.000000	-0.026968
 0.1497	-0.002356	-0.027730	 0.000000	 0.000000	-0.028861
 0.1567	-0.002530	-0.027947	 0.000000	 0.000000	-0.030203
 0.1636	-0.002705	-0.028070	 0.000000	 0.000000	-0.031546
 0.1706	-0.002880	-0.028099	 0.000000	 0.000000	-0.032888
 0.1776	-0.003055	-0.028038	 0.000000	 0.000000	-0.034230
 0.1845	-0.003230	-0.027887	 0.000000	 0.000000	-0.035573
 0.1915	-0.003403	-0.027650	 0.000000	 0.000000	-0.036915
 0.1985	-0.003575	-0.027328	 0.000000	 0.000000	-0.038257
 0.2054	-0.003744	-0.026892	 0.000000	 0.000000	-0.039600
 0.2124	-0.003910	-0.026365	 0.000000	 0.000000	-0.040942
 0.2194	-0.004073	-0.025749	 0.000000	 0.000000	-0.042284
 0.2263	-0.004231	-0.025045	 0.000000	 0.000000	-0.043627
 0.2333	-0.004385	-0.024254	 0.000000	 0.000000	-0.044969
 0.2403	-0.004534	-0.023379	 0.000000	 0.000000	-0.046312
 0.2472	-0.004677	-0.022421	 0.000000	 0.000000	-0.047654
 0.2507	-0.004746	-0.021912	 0.000000	 0.000000	-0.048325
 0.3203	-0.005707	-0.008021	 0.000000	 0.000000	-0.061749
 0.3797	-0.005689	 0.008835	 0.000000	 0.000000	-0.073194
 0.4248	-0.005033	 0.023407	 0.000000	 0.000000	-0.081884
 0.4596	-0.004128	 0.034334	 0.000000	 0.000000	-0.088596
 0.4866	-0.003200	 0.042121	 0.000000	 0.000000	-0.093805
 0.5137	-0.002094	 0.048925	 0.000000	 0.000000	-0.099015
 0.5407	-0.000836	 0.054674	 0.000000	 0.000000	-0.104223
 0.5677	 0.000541	 0.058656	 0.000000	 0.000000	-0.109432
 0.5947	 0.001989	 0.060555	 0.000000	 0.000000	-0.114639
 0.6217	 0.003454	 0.060056	 0.000000	 0.000000	-0.119847
 0.6488	 0.004875	 0.056924	 0.000000	 0.000000	-0.125055
 0.6758	 0.006189	 0.051238	 0.000000	 0.000000	-0.130264
 0.7028	 0.007336	 0.043212	 0.000000	 0.000000	-0.135472
 0.7298	 0.008250	 0.032103	 0.000000	 0.000000	-0.140681
 0.7568	 0.008880	 0.019855	 0.000000	 0.000000	-0.145889
 0.7839	 0.009208	 0.007250	 0.000000	 0.000000	-0.151098
 0.8109	 0.009235	-0.004844	 0.000000	 0.000000	-0.156306
 0.8379	 0.008964	-0.017134	 0.000000	 0.000000	-0.161515
 0.8649	 0.008425	-0.026783	 0.000000	 0.000000	-0.166722
 0.8919	 0.007696	-0.032796	 0.000000	 0.000000	-0.171930
 0.9189	 0.006878	-0.033978	 0.000000	 0.000000	-0.177138
 0.9460	 0.006090	-0.030237	 0.000000	 0.000000	-0.182347
 0.9730	 0.005460	-0.020802	 0.000000	 0.000000	-0.187555
 1.0000	 0.005135	-0.004961	 0.000000	 0.000000	-0.192763


 -------- Mode No.   8  (freq = 0.85718E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000008	-0.005308	 0.000000
 0.0104	 0.000000	 0.000000	-0.000074	-0.015545	 0.000000
 0.0174	 0.000000	 0.000000	-0.000201	-0.025277	 0.000000
 0.0244	 0.000000	 0.000000	-0.000388	-0.034502	 0.000000
 0.0313	 0.000000	 0.000000	-0.000631	-0.043222	 0.000000
 0.0383	 0.000000	 0.000000	-0.000926	-0.051437	 0.000000
 0.0453	 0.000000	 0.000000	-0.001272	-0.059147	 0.000000
 0.0522	 0.000000	 0.000000	-0.001664	-0.066355	 0.000000
 0.0592	 0.000000	 0.000000	-0.002099	-0.073061	 0.000000
 0.0662	 0.000000	 0.000000	-0.002574	-0.079267	 0.000000
 0.0731	 0.000000	 0.000000	-0.003087	-0.084976	 0.000000
 0.0801	 0.000000	 0.000000	-0.003634	-0.090191	 0.000000
 0.0870	 0.000000	 0.000000	-0.004212	-0.094915	 0.000000
 0.0940	 0.000000	 0.000000	-0.004818	-0.099152	 0.000000
 0.1010	 0.000000	 0.000000	-0.005448	-0.102907	 0.000000
 0.1079	 0.000000	 0.000000	-0.006102	-0.106459	 0.000000
 0.1149	 0.000000	 0.000000	-0.006776	-0.109504	 0.000000
 0.1219	 0.000000	 0.000000	-0.007467	-0.112049	 0.000000
 0.1288	 0.000000	 0.000000	-0.008173	-0.114098	 0.000000
 0.1358	 0.000000	 0.000000	-0.008890	-0.115660	 0.000000
 0.1399	 0.000000	 0.000000	-0.009317	-0.116354	 0.000000
 0.1497	 0.000000	 0.000000	-0.010346	-0.117347	 0.000000
 0.1567	 0.000000	 0.000000	-0.011079	-0.117489	 0.000000
 0.1636	 0.000000	 0.000000	-0.011812	-0.117178	 0.000000
 0.1706	 0.000000	 0.000000	-0.012541	-0.116422	 0.000000
 0.1776	 0.000000	 0.000000	-0.013264	-0.115234	 0.000000
 0.1845	 0.000000	 0.000000	-0.013978	-0.113625	 0.000000
 0.1915	 0.000000	 0.000000	-0.014681	-0.111609	 0.000000
 0.1985	 0.000000	 0.000000	-0.015370	-0.109199	 0.000000
 0.2054	 0.000000	 0.000000	-0.016043	-0.106187	 0.000000
 0.2124	 0.000000	 0.000000	-0.016695	-0.102753	 0.000000
 0.2194	 0.000000	 0.000000	-0.017324	-0.098905	 0.000000
 0.2263	 0.000000	 0.000000	-0.017928	-0.094654	 0.000000
 0.2333	 0.000000	 0.000000	-0.018505	-0.090011	 0.000000
 0.2403	 0.000000	 0.000000	-0.019051	-0.084987	 0.000000
 0.2472	 0.000000	 0.000000	-0.019565	-0.079595	 0.000000
 0.2507	 0.000000	 0.000000	-0.019808	-0.076765	 0.000000
 0.3203	 0.000000	 0.000000	-0.022453	-0.004906	 0.000000
 0.3797	 0.000000	 0.000000	-0.020592	 0.074276	 0.000000
 0.4248	 0.000000	 0.000000	-0.016291	 0.136774	 0.000000
 0.4596	 0.000000	 0.000000	-0.011334	 0.179178	 0.000000
 0.4866	 0.000000	 0.000000	-0.006654	 0.205999	 0.000000
 0.5137	 0.000000	 0.000000	-0.001407	 0.225714	 0.000000
 0.5407	 0.000000	 0.000000	 0.004220	 0.237353	 0.000000
 0.5677	 0.000000	 0.000000	 0.010004	 0.238525	 0.000000
 0.5947	 0.000000	 0.000000	 0.015675	 0.228195	 0.000000
 0.6217	 0.000000	 0.000000	 0.020933	 0.204313	 0.000000
 0.6488	 0.000000	 0.000000	 0.025468	 0.168790	 0.000000
 0.6758	 0.000000	 0.000000	 0.029016	 0.123149	 0.000000
 0.7028	 0.000000	 0.000000	 0.031357	 0.069626	 0.000000
 0.7298	 0.000000	 0.000000	 0.032257	 0.004758	 0.000000
 0.7568	 0.000000	 0.000000	 0.031591	-0.058999	 0.000000
 0.7839	 0.000000	 0.000000	 0.029438	-0.117425	 0.000000
 0.8109	 0.000000	 0.000000	 0.025978	-0.166265	 0.000000
 0.8379	 0.000000	 0.000000	 0.021423	-0.206832	 0.000000
 0.8649	 0.000000	 0.000000	 0.016119	-0.227759	 0.000000
 0.8919	 0.000000	 0.000000	 0.010582	-0.225604	 0.000000
 0.9189	 0.000000	 0.000000	 0.005368	-0.201130	 0.000000
 0.9460	 0.000000	 0.000000	 0.001038	-0.152568	 0.000000
 0.9730	 0.000000	 0.000000	-0.001816	-0.079013	 0.000000
 1.0000	 0.000000	 0.000000	-0.002580	 0.019954	 0.000000


 -------- Mode No.   9  (freq = 0.85806E+01 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	-0.000008	-0.005272	 0.000000	 0.000000	 0.000069
 0.0104	-0.000073	-0.015438	 0.000000	 0.000000	 0.000208
 0.0174	-0.000200	-0.025101	 0.000000	 0.000000	 0.000346
 0.0244	-0.000385	-0.034262	 0.000000	 0.000000	 0.000484
 0.0313	-0.000626	-0.042921	 0.000000	 0.000000	 0.000623
 0.0383	-0.000920	-0.051077	 0.000000	 0.000000	 0.000761
 0.0453	-0.001263	-0.058733	 0.000000	 0.000000	 0.000899
 0.0522	-0.001652	-0.065889	 0.000000	 0.000000	 0.001038
 0.0592	-0.002084	-0.072546	 0.000000	 0.000000	 0.001176
 0.0662	-0.002556	-0.078707	 0.000000	 0.000000	 0.001315
 0.0731	-0.003065	-0.084374	 0.000000	 0.000000	 0.001453
 0.0801	-0.003608	-0.089550	 0.000000	 0.000000	 0.001591
 0.0870	-0.004182	-0.094238	 0.000000	 0.000000	 0.001730
 0.0940	-0.004784	-0.098443	 0.000000	 0.000000	 0.001868
 0.1010	-0.005410	-0.102168	 0.000000	 0.000000	 0.002007
 0.1079	-0.006059	-0.105691	 0.000000	 0.000000	 0.002145
 0.1149	-0.006728	-0.108711	 0.000000	 0.000000	 0.002283
 0.1219	-0.007414	-0.111233	 0.000000	 0.000000	 0.002422
 0.1288	-0.008115	-0.113264	 0.000000	 0.000000	 0.002560
 0.1358	-0.008827	-0.114809	 0.000000	 0.000000	 0.002698
 0.1399	-0.009251	-0.115495	 0.000000	 0.000000	 0.002780
 0.1497	-0.010272	-0.116473	 0.000000	 0.000000	 0.002975
 0.1567	-0.011000	-0.116609	 0.000000	 0.000000	 0.003114
 0.1636	-0.011727	-0.116294	 0.000000	 0.000000	 0.003252
 0.1706	-0.012450	-0.115538	 0.000000	 0.000000	 0.003390
 0.1776	-0.013168	-0.114352	 0.000000	 0.000000	 0.003529
 0.1845	-0.013876	-0.112748	 0.000000	 0.000000	 0.003667
 0.1915	-0.014574	-0.110740	 0.000000	 0.000000	 0.003805
 0.1985	-0.015258	-0.108340	 0.000000	 0.000000	 0.003944
 0.2054	-0.015925	-0.105343	 0.000000	 0.000000	 0.004082
 0.2124	-0.016572	-0.101926	 0.000000	 0.000000	 0.004221
 0.2194	-0.017196	-0.098098	 0.000000	 0.000000	 0.004359
 0.2263	-0.017795	-0.093870	 0.000000	 0.000000	 0.004497
 0.2333	-0.018367	-0.089252	 0.000000	 0.000000	 0.004636
 0.2403	-0.018908	-0.084256	 0.000000	 0.000000	 0.004774
 0.2472	-0.019417	-0.078895	 0.000000	 0.000000	 0.004913
 0.2507	-0.019659	-0.076082	 0.000000	 0.000000	 0.004982
 0.3203	-0.022274	-0.004673	 0.000000	 0.000000	 0.006366
 0.3797	-0.020415	 0.073959	 0.000000	 0.000000	 0.007545
 0.4248	-0.016137	 0.135979	 0.000000	 0.000000	 0.008441
 0.4596	-0.011211	 0.178020	 0.000000	 0.000000	 0.009133
 0.4866	-0.006562	 0.204580	 0.000000	 0.000000	 0.009670
 0.5137	-0.001353	 0.224063	 0.000000	 0.000000	 0.010207
 0.5407	 0.004233	 0.235503	 0.000000	 0.000000	 0.010744
 0.5677	 0.009970	 0.236531	 0.000000	 0.000000	 0.011281
 0.5947	 0.015592	 0.226121	 0.000000	 0.000000	 0.011818
 0.6217	 0.020799	 0.202232	 0.000000	 0.000000	 0.012355
 0.6488	 0.025285	 0.166785	 0.000000	 0.000000	 0.012892
 0.6758	 0.028785	 0.121295	 0.000000	 0.000000	 0.013429
 0.7028	 0.031084	 0.067992	 0.000000	 0.000000	 0.013966
 0.7298	 0.031948	 0.003424	 0.000000	 0.000000	 0.014502
 0.7568	 0.031254	-0.060014	 0.000000	 0.000000	 0.015039
 0.7839	 0.029080	-0.118137	 0.000000	 0.000000	 0.015576
 0.8109	 0.025606	-0.166726	 0.000000	 0.000000	 0.016113
 0.8379	 0.021042	-0.207115	 0.000000	 0.000000	 0.016650
 0.8649	 0.015732	-0.228025	 0.000000	 0.000000	 0.017187
 0.8919	 0.010186	-0.226069	 0.000000	 0.000000	 0.017724
 0.9189	 0.004957	-0.202008	 0.000000	 0.000000	 0.018261
 0.9460	 0.000597	-0.154157	 0.000000	 0.000000	 0.018798
 0.9730	-0.002307	-0.081674	 0.000000	 0.000000	 0.019335
 1.0000	-0.003153	 0.015785	 0.000000	 0.000000	 0.019872


 -------- Mode No.  10  (freq = 0.16425E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000012	 0.007377	 0.000000	 0.000000	 0.000012
 0.0104	 0.000102	 0.021377	 0.000000	 0.000000	 0.000036
 0.0174	 0.000276	 0.034371	 0.000000	 0.000000	 0.000060
 0.0244	 0.000529	 0.046360	 0.000000	 0.000000	 0.000084
 0.0313	 0.000853	 0.057345	 0.000000	 0.000000	 0.000108
 0.0383	 0.001242	 0.067329	 0.000000	 0.000000	 0.000132
 0.0453	 0.001691	 0.076316	 0.000000	 0.000000	 0.000156
 0.0522	 0.002193	 0.084311	 0.000000	 0.000000	 0.000180
 0.0592	 0.002741	 0.091322	 0.000000	 0.000000	 0.000204
 0.0662	 0.003330	 0.097358	 0.000000	 0.000000	 0.000228
 0.0731	 0.003954	 0.102430	 0.000000	 0.000000	 0.000252
 0.0801	 0.004607	 0.106553	 0.000000	 0.000000	 0.000276
 0.0870	 0.005282	 0.109743	 0.000000	 0.000000	 0.000300
 0.0940	 0.005975	 0.112018	 0.000000	 0.000000	 0.000324
 0.1010	 0.006678	 0.113399	 0.000000	 0.000000	 0.000348
 0.1079	 0.007388	 0.113953	 0.000000	 0.000000	 0.000371
 0.1149	 0.008099	 0.113591	 0.000000	 0.000000	 0.000395
 0.1219	 0.008804	 0.112340	 0.000000	 0.000000	 0.000419
 0.1288	 0.009499	 0.110229	 0.000000	 0.000000	 0.000443
 0.1358	 0.010178	 0.107291	 0.000000	 0.000000	 0.000467
 0.1399	 0.010569	 0.105184	 0.000000	 0.000000	 0.000481
 0.1497	 0.011469	 0.099072	 0.000000	 0.000000	 0.000515
 0.1567	 0.012071	 0.093869	 0.000000	 0.000000	 0.000539
 0.1636	 0.012639	 0.087995	 0.000000	 0.000000	 0.000563
 0.1706	 0.013168	 0.081493	 0.000000	 0.000000	 0.000587
 0.1776	 0.013655	 0.074411	 0.000000	 0.000000	 0.000611
 0.1845	 0.014096	 0.066798	 0.000000	 0.000000	 0.000635
 0.1915	 0.014488	 0.058707	 0.000000	 0.000000	 0.000659
 0.1985	 0.014828	 0.050190	 0.000000	 0.000000	 0.000683
 0.2054	 0.015111	 0.040595	 0.000000	 0.000000	 0.000707
 0.2124	 0.015333	 0.030574	 0.000000	 0.000000	 0.000731
 0.2194	 0.015492	 0.020179	 0.000000	 0.000000	 0.000755
 0.2263	 0.015584	 0.009464	 0.000000	 0.000000	 0.000779
 0.2333	 0.015609	-0.001518	 0.000000	 0.000000	 0.000803
 0.2403	 0.015565	-0.012709	 0.000000	 0.000000	 0.000827
 0.2472	 0.015450	-0.024051	 0.000000	 0.000000	 0.000851
 0.2507	 0.015366	-0.029760	 0.000000	 0.000000	 0.000863
 0.3203	 0.009968	-0.137275	 0.000000	 0.000000	 0.001102
 0.3797	 0.000903	-0.192980	 0.000000	 0.000000	 0.001307
 0.4248	-0.006999	-0.190712	 0.000000	 0.000000	 0.001462
 0.4596	-0.012492	-0.157314	 0.000000	 0.000000	 0.001582
 0.4866	-0.015794	-0.113394	 0.000000	 0.000000	 0.001675
 0.5137	-0.017864	-0.056435	 0.000000	 0.000000	 0.001768
 0.5407	-0.018395	 0.012927	 0.000000	 0.000000	 0.001861
 0.5677	-0.017185	 0.086194	 0.000000	 0.000000	 0.001954
 0.5947	-0.014217	 0.156981	 0.000000	 0.000000	 0.002047
 0.6217	-0.009590	 0.221906	 0.000000	 0.000000	 0.002140
 0.6488	-0.003621	 0.267036	 0.000000	 0.000000	 0.002233
 0.6758	 0.003146	 0.287221	 0.000000	 0.000000	 0.002326
 0.7028	 0.010063	 0.279413	 0.000000	 0.000000	 0.002419
 0.7298	 0.016399	 0.239247	 0.000000	 0.000000	 0.002512
 0.7568	 0.021435	 0.173129	 0.000000	 0.000000	 0.002605
 0.7839	 0.024633	 0.089139	 0.000000	 0.000000	 0.002698
 0.8109	 0.025684	-0.002217	 0.000000	 0.000000	 0.002791
 0.8379	 0.024391	-0.102299	 0.000000	 0.000000	 0.002884
 0.8649	 0.020870	-0.184230	 0.000000	 0.000000	 0.002977
 0.8919	 0.015711	-0.235758	 0.000000	 0.000000	 0.003070
 0.9189	 0.009814	-0.244584	 0.000000	 0.000000	 0.003163
 0.9460	 0.004220	-0.209803	 0.000000	 0.000000	 0.003256
 0.9730	 0.000045	-0.126949	 0.000000	 0.000000	 0.003349
 1.0000	-0.001519	 0.006006	 0.000000	 0.000000	 0.003442


 -------- Mode No.  11  (freq = 0.16427E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000012	-0.007383	 0.000000
 0.0104	 0.000000	 0.000000	-0.000102	-0.021394	 0.000000
 0.0174	 0.000000	 0.000000	-0.000276	-0.034398	 0.000000
 0.0244	 0.000000	 0.000000	-0.000529	-0.046396	 0.000000
 0.0313	 0.000000	 0.000000	-0.000853	-0.057389	 0.000000
 0.0383	 0.000000	 0.000000	-0.001243	-0.067380	 0.000000
 0.0453	 0.000000	 0.000000	-0.001692	-0.076374	 0.000000
 0.0522	 0.000000	 0.000000	-0.002194	-0.084375	 0.000000
 0.0592	 0.000000	 0.000000	-0.002743	-0.091391	 0.000000
 0.0662	 0.000000	 0.000000	-0.003333	-0.097431	 0.000000
 0.0731	 0.000000	 0.000000	-0.003957	-0.102507	 0.000000
 0.0801	 0.000000	 0.000000	-0.004610	-0.106632	 0.000000
 0.0870	 0.000000	 0.000000	-0.005286	-0.109824	 0.000000
 0.0940	 0.000000	 0.000000	-0.005979	-0.112100	 0.000000
 0.1010	 0.000000	 0.000000	-0.006683	-0.113481	 0.000000
 0.1079	 0.000000	 0.000000	-0.007394	-0.114035	 0.000000
 0.1149	 0.000000	 0.000000	-0.008105	-0.113672	 0.000000
 0.1219	 0.000000	 0.000000	-0.008811	-0.112420	 0.000000
 0.1288	 0.000000	 0.000000	-0.009506	-0.110306	 0.000000
 0.1358	 0.000000	 0.000000	-0.010186	-0.107364	 0.000000
 0.1399	 0.000000	 0.000000	-0.010577	-0.105255	 0.000000
 0.1497	 0.000000	 0.000000	-0.011477	-0.099137	 0.000000
 0.1567	 0.000000	 0.000000	-0.012080	-0.093930	 0.000000
 0.1636	 0.000000	 0.000000	-0.012648	-0.088049	 0.000000
 0.1706	 0.000000	 0.000000	-0.013178	-0.081541	 0.000000
 0.1776	 0.000000	 0.000000	-0.013665	-0.074453	 0.000000
 0.1845	 0.000000	 0.000000	-0.014106	-0.066834	 0.000000
 0.1915	 0.000000	 0.000000	-0.014498	-0.058736	 0.000000
 0.1985	 0.000000	 0.000000	-0.014838	-0.050212	 0.000000
 0.2054	 0.000000	 0.000000	-0.015122	-0.040608	 0.000000
 0.2124	 0.000000	 0.000000	-0.015344	-0.030579	 0.000000
 0.2194	 0.000000	 0.000000	-0.015502	-0.020175	 0.000000
 0.2263	 0.000000	 0.000000	-0.015595	-0.009451	 0.000000
 0.2333	 0.000000	 0.000000	-0.015620	 0.001540	 0.000000
 0.2403	 0.000000	 0.000000	-0.015575	 0.012740	 0.000000
 0.2472	 0.000000	 0.000000	-0.015460	 0.024091	 0.000000
 0.2507	 0.000000	 0.000000	-0.015376	 0.029804	 0.000000
 0.3203	 0.000000	 0.000000	-0.009972	 0.137395	 0.000000
 0.3797	 0.000000	 0.000000	-0.000900	 0.193123	 0.000000
 0.4248	 0.000000	 0.000000	 0.007007	 0.190831	 0.000000
 0.4596	 0.000000	 0.000000	 0.012504	 0.157389	 0.000000
 0.4866	 0.000000	 0.000000	 0.015806	 0.113421	 0.000000
 0.5137	 0.000000	 0.000000	 0.017877	 0.056408	 0.000000
 0.5407	 0.000000	 0.000000	 0.018406	-0.013013	 0.000000
 0.5677	 0.000000	 0.000000	 0.017193	-0.086337	 0.000000
 0.5947	 0.000000	 0.000000	 0.014221	-0.157172	 0.000000
 0.6217	 0.000000	 0.000000	 0.009590	-0.222131	 0.000000
 0.6488	 0.000000	 0.000000	 0.003614	-0.267275	 0.000000
 0.6758	 0.000000	 0.000000	-0.003158	-0.287449	 0.000000
 0.7028	 0.000000	 0.000000	-0.010080	-0.279609	 0.000000
 0.7298	 0.000000	 0.000000	-0.016421	-0.239389	 0.000000
 0.7568	 0.000000	 0.000000	-0.021459	-0.173209	 0.000000
 0.7839	 0.000000	 0.000000	-0.024658	-0.089164	 0.000000
 0.8109	 0.000000	 0.000000	-0.025710	 0.002227	 0.000000
 0.8379	 0.000000	 0.000000	-0.024416	 0.102308	 0.000000
 0.8649	 0.000000	 0.000000	-0.020895	 0.184180	 0.000000
 0.8919	 0.000000	 0.000000	-0.015739	 0.235570	 0.000000
 0.9189	 0.000000	 0.000000	-0.009849	 0.244192	 0.000000
 0.9460	 0.000000	 0.000000	-0.004268	 0.209107	 0.000000
 0.9730	 0.000000	 0.000000	-0.000115	 0.125822	 0.000000
 1.0000	 0.000000	 0.000000	 0.001415	-0.007724	 0.000000


 -------- Mode No.  12  (freq = 0.26856E+02 Hz)

span_loc	s-s disp	s-s slope	f-a disp	f-a slope	twist

 0.0000	 0.000000	 0.000000	 0.000000	 0.000000	 0.000000
 0.0035	 0.000000	 0.000000	-0.000014	-0.009093	 0.000000
 0.0104	 0.000000	 0.000000	-0.000125	-0.026065	 0.000000
 0.0174	 0.000000	 0.000000	-0.000336	-0.041422	 0.000000
 0.0244	 0.000000	 0.000000	-0.000638	-0.055165	 0.000000
 0.0313	 0.000000	 0.000000	-0.001021	-0.067299	 0.000000
 0.0383	 0.000000	 0.000000	-0.001475	-0.077833	 0.000000
 0.0453	 0.000000	 0.000000	-0.001989	-0.086779	 0.000000
 0.0522	 0.000000	 0.000000	-0.002555	-0.094155	 0.000000
 0.0592	 0.000000	 0.000000	-0.003161	-0.099983	 0.000000
 0.0662	 0.000000	 0.000000	-0.003800	-0.104293	 0.000000
 0.0731	 0.000000	 0.000000	-0.004460	-0.107120	 0.000000
 0.0801	 0.000000	 0.000000	-0.005133	-0.108506	 0.000000
 0.0870	 0.000000	 0.000000	-0.005811	-0.108499	 0.000000
 0.0940	 0.000000	 0.000000	-0.006485	-0.107154	 0.000000
 0.1010	 0.000000	 0.000000	-0.007146	-0.104534	 0.000000
 0.1079	 0.000000	 0.000000	-0.007786	-0.100388	 0.000000
 0.1149	 0.000000	 0.000000	-0.008396	-0.095003	 0.000000
 0.1219	 0.000000	 0.000000	-0.008969	-0.088456	 0.000000
 0.1288	 0.000000	 0.000000	-0.009498	-0.080832	 0.000000
 0.1358	 0.000000	 0.000000	-0.009976	-0.072223	 0.000000
 0.1399	 0.000000	 0.000000	-0.010232	-0.066723	 0.000000
 0.1497	 0.000000	 0.000000	-0.010757	-0.052434	 0.000000
 0.1567	 0.000000	 0.000000	-0.011051	-0.041461	 0.000000
 0.1636	 0.000000	 0.000000	-0.011273	-0.029914	 0.000000
 0.1706	 0.000000	 0.000000	-0.011423	-0.017905	 0.000000
 0.1776	 0.000000	 0.000000	-0.011496	-0.005548	 0.000000
 0.1845	 0.000000	 0.000000	-0.011492	 0.007041	 0.000000
 0.1915	 0.000000	 0.000000	-0.011408	 0.019744	 0.000000
 0.1985	 0.000000	 0.000000	-0.011245	 0.032444	 0.000000
 0.2054	 0.000000	 0.000000	-0.011000	 0.046028	 0.000000
 0.2124	 0.000000	 0.000000	-0.010671	 0.059478	 0.000000
 0.2194	 0.000000	 0.000000	-0.010258	 0.072678	 0.000000
 0.2263	 0.000000	 0.000000	-0.009764	 0.085513	 0.000000
 0.2333	 0.000000	 0.000000	-0.009192	 0.097870	 0.000000
 0.2403	 0.000000	 0.000000	-0.008544	 0.109639	 0.000000
 0.2472	 0.000000	 0.000000	-0.007825	 0.120712	 0.000000
 0.2507	 0.000000	 0.000000	-0.007440	 0.125955	 0.000000
 0.3203	 0.000000	 0.000000	 0.002590	 0.174337	 0.000000
 0.3797	 0.000000	 0.000000	 0.010499	 0.107530	 0.000000
 0.4248	 0.000000	 0.000000	 0.012692	-0.002406	 0.000000
 0.4596	 0.000000	 0.000000	 0.011110	-0.097091	 0.000000
 0.4866	 0.000000	 0.000000	 0.007940	-0.161661	 0.000000
